序号	日期	手机+账号	拍剪员	视频链接	产品	国家	GMV	出单数量	佣金	佣金GMV	GMV人民币	佣金人民币
285	2026/02/10	43-@rollervibe2	赵永琪	https://www.tiktok.com/@rollervibe2/video/7600683169049824542	彩色毛巾	美国	$31.08	1	$3.00	$25.35	¥211.31	¥20.37
286	2026/02/10	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605212680768572703	驱鼠球	美国	$31.08	1	$3.00	$25.35	¥211.31	¥20.37
287	2026/02/10	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$632.08	22	$56.90	$544.99	¥4,298.13	¥386.93
288	2026/02/10	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7603725772271996173	兔毛毯	美国	$86.19	3	$7.76	$74.32	¥586.11	¥52.76
289	2026/02/10	30-@styleviralfinds	赵永琪	https://www.tiktok.com/@styleviralfinds/video/7601479125999602975	彩色毛巾	美国	$27.52	1	$2.75	$25.59	¥187.14	¥18.70
290	2026/02/10	22-@cdfbhhb4	历史视频	https://www.tiktok.com/@cdfbhhb4/video/7555800641336118583?_r=1&_t=ZT-93dCd5e1kmT	钥匙扣	美国	$8.98	1	$0.00	$2.81	¥61.06	¥0.00
291	2026/02/10	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$62.03	2	$5.50	$52.07	¥421.80	¥37.40
292	2026/02/11	@c03vfgqsr0（已弃用）	刘茜	https://www.tiktok.com/@c03vfgqsr0/video/7600313669779541268	经期按摩器	墨西哥	$358.20	2	$17.16	$268.32	¥143.28	¥6.86
293	2026/02/11	@jsbclm7（已弃用）	赵雅如	https://www.tiktok.com/@jsbclm7/video/7605449485937904897	经期按摩器	墨西哥	$621.08	3	$3.81	$553.44	¥248.43	¥1.52
294	2026/02/11	@jsbclm7（已弃用）	涂欣然	https://www.tiktok.com/@jsbclm7/video/7605449446788222224	经期按摩器	墨西哥	$207.03	1	$1.27	$184.48	¥82.81	¥0.51
295	2026/02/11	@e7qbf7（已弃用）	谢园园	https://www.tiktok.com/@e7qbf7/video/7604700799033167120	经期按摩器	墨西哥	$219.00	1	$1.30	$188.79	¥87.60	¥0.52
296	2026/02/11	@kkuytr0（已弃用）	橱窗	橱窗	经期按摩器	墨西哥	$186.15	1	$1.30	$188.79	¥74.46	¥0.52
297	2026/02/11	@akbah68（已弃用）	赵雅如	https://www.tiktok.com/@akbah68/video/7604689802163752193	经期按摩器	墨西哥	$219.00	1	$1.30	$188.79	¥87.60	¥0.52
298	2026/02/11	@scvkwvn29752（已弃用）	赵雅如	https://www.tiktok.com/@scvkwvn29752/video/7605450166828682512	经期按摩器	墨西哥	$338.30	2	$2.36	$343.10	¥135.32	¥0.94
299	2026/02/11	@irx1sd1（已弃用）	涂欣然	https://www.tiktok.com/@irx1sd1/video/7603338846717103377?_r=1&_t=ZS-93gTmfC2oPY	经期按摩器	墨西哥	$398.67	2	$2.44	$354.59	¥159.47	¥0.98
300	2026/02/11	@irx1sd1（已弃用）	谢园园	https://www.tiktok.com/@irx1sd1/video/7603656720182807809	经期按摩器	墨西哥	$199.33	1	$1.22	$177.30	¥79.73	¥0.49
301	2026/02/11	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$240.82	8	$21.29	$197.85	¥1,637.59	¥144.80
302	2026/02/11	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7603725772271996173	兔毛毯	美国	$90.31	3	$7.99	$74.20	¥614.10	¥54.30
303	2026/02/11	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$33.99	1	$3.40	$31.78	¥231.13	¥23.12
304	2026/02/11	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$193.28	6	$15.17	$138.87	¥1,314.30	¥103.16
305	2026/02/12	@c03vfgqsr0（已弃用）	刘茜	https://www.tiktok.com/@c03vfgqsr0/video/7600313669779541268	经期按摩器	墨西哥	$150.10	1	$9.05	$141.43	¥60.04	¥3.62
306	2026/02/12	@irx1sd1（已弃用）	涂欣然	https://www.tiktok.com/@irx1sd1/video/7603339328131026193	经期按摩器	墨西哥	$194.50	1	$1.21	$175.86	¥77.80	¥0.48
307	2026/02/12	@irx1sd1（已弃用）	谢园园	https://www.tiktok.com/@irx1sd1/video/7603656720182807809	经期按摩器	墨西哥	$194.50	1	$1.21	$175.86	¥77.80	¥0.48
308	2026/02/12	@e7qbf7（已弃用）	谢园园	https://www.tiktok.com/@e7qbf7/video/7604701420826168592	经期按摩器	墨西哥	$363.33	2	$2.45	$356.03	¥145.33	¥0.98
309	2026/02/12	@e7qbf7（已弃用）	谢园园	https://www.tiktok.com/@e7qbf7/video/7604700799033167120	经期按摩器	墨西哥	$363.33	2	$2.45	$356.03	¥145.33	¥0.98
310	2026/02/12	29-@xfjb8xuel5	谢园园	https://www.tiktok.com/@xfjb8xuel5/video/7604703199932534024	经期按摩器	墨西哥	$199.50	1	$1.24	$180.17	¥79.80	¥0.50
311	2026/02/12	29-@xfjb8xuel5	刘茜	https://www.tiktok.com/@xfjb8xuel5/video/7603668171832216850	经期按摩器	墨西哥	$199.50	1	$1.24	$180.17	¥79.80	¥0.50
312	2026/02/12	@hhytrg0（已弃用）	橱窗	橱窗	经期按摩器	墨西哥	$190.00	1	$1.24	$180.17	¥76.00	¥0.50
313	2026/02/12	22-@cdfbhhb4	涂欣然	https://www.tiktok.com/@cdfbhhb4/video/7595067562753363213?lang=en	勇敢项链	美国	$11.51	1	$0.00	$5.36	¥78.27	¥0.00
314	2026/02/12	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7605942097803300126	驱鼠球	美国	$298.33	12	$35.43	$281.51	¥2,028.62	¥240.90
315	2026/02/12	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$74.58	3	$8.86	$70.38	¥507.16	¥60.23
316	2026/02/12	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$74.58	3	$8.86	$70.38	¥507.16	¥60.23
317	2026/02/12	35-@chen36239	历史视频	https://www.tiktok.com/@chen36239/video/7515016995927215406	父亲节手环	美国	$9.58	1	$0.06	$5.51	¥65.14	¥0.41
318	2026/02/12	43-@rollervibe2	赵永琪	https://www.tiktok.com/@rollervibe2/video/7602574589377482014	彩色毛巾	美国	$30.26	1	$2.92	$24.54	¥205.77	¥19.86
319	2026/02/12	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$30.26	1	$2.92	$24.54	¥205.77	¥19.86
320	2026/02/12	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$426.47	13	$37.56	$352.09	¥2,899.99	¥255.42
321	2026/02/12	14-@hisrollroam	赵永琪	https://www.tiktok.com/@hisrollroam/video/7601479629483953463	彩色毛巾	美国	$65.61	2	$5.78	$54.17	¥446.15	¥39.30
322	2026/02/12	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7603725772271996173	兔毛毯	美国	$65.61	2	$5.78	$54.17	¥446.15	¥39.30
323	2026/02/12	41-@fvpvc681	谢园园	https://www.tiktok.com/@fvpvc681/video/7597040106519743757?lang=en	数字项链	美国	$31.98	1	$0.00	$23.65	¥217.46	¥0.00
324	2026/02/13	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$52.94	2	$5.29	$48.46	¥359.99	¥35.97
325	2026/02/13	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$374.85	15	$45.00	$351.34	¥2,548.98	¥306.00
326	2026/02/13	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$49.98	2	$6.00	$46.85	¥339.86	¥40.80
327	2026/02/13	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$186.17	8	$24.00	$185.67	¥1,265.96	¥163.20
328	2026/02/13	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$256.22	7	$19.92	$183.63	¥1,742.30	¥135.46
329	2026/02/13	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7605942097803300126	驱鼠球	美国	$268.38	11	$33.00	$233.83	¥1,824.98	¥224.40
330	2026/02/13	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$110.31	4	$9.45	$110.31	¥750.11	¥64.26
331	2026/02/13	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$49.98	2	$6.00	$42.52	¥339.86	¥40.80
332	2026/02/13	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.98	1	$0.00	$2.74	¥61.06	¥0.00
333	2026/02/14	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$111.06	4	$11.00	$102.74	¥755.21	¥74.80
334	2026/02/14	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$209.91	9	$27.00	$211.08	¥1,427.39	¥183.60
335	2026/02/14	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7603382662052482334	彩色毛巾	美国	$63.19	2	$5.42	$46.91	¥429.69	¥36.86
336	2026/02/14	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$49.98	2	$6.00	$46.91	¥339.86	¥40.80
337	2026/02/14	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$473.24	14	$39.35	$360.88	¥3,218.03	¥267.58
338	2026/02/14	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7606306458874940685	驱鼠球	美国	$24.99	1	$3.50	$24.99	¥169.93	¥23.80
339	2026/02/14	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$50.68	2	$4.07	$40.29	¥344.62	¥27.68
340	2026/02/14	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$24.99	1	$3.00	$20.15	¥169.93	¥20.40
341	2026/02/14	35-@chen36239	历史视频	历史视频	父亲节手环	美国	$11.61	1	$0.06	$5.60	¥78.95	¥0.41
342	2026/02/14	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.98	1	$0.00	$2.79	¥61.06	¥0.00
343	2026/02/14	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$363.85	15	$45.00	$346.52	¥2,474.18	¥306.00
344	2026/02/14	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$24.99	1	$3.00	$23.10	¥169.93	¥20.40
345	2026/02/15	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$1,500.00	60	$180.00	$1,428.57	¥10,200.00	¥1,224.00
346	2026/02/15	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$47.48	2	$6.00	$47.62	¥322.86	¥40.80
347	2026/02/15	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7603334118419500319	彩色毛巾	美国	$37.09	1	$2.71	$23.81	¥252.21	¥18.43
348	2026/02/15	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$798.40	24	$68.03	$632.10	¥5,429.12	¥462.60
349	2026/02/15	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7606306458874940685	驱鼠球	美国	$99.96	4	$14.00	$99.96	¥679.73	¥95.20
350	2026/02/15	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$189.92	8	$24.40	$199.62	¥1,291.46	¥165.92
351	2026/02/15	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7602229279002266910	彩色毛巾	美国	$134.75	4	$11.93	$99.81	¥916.30	¥81.13
352	2026/02/15	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$91.11	3	$8.95	$74.86	¥619.55	¥60.86
353	2026/02/15	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7606313226933931294	驱鼠球	美国	$24.99	1	$3.05	$24.95	¥169.93	¥20.74
354	2026/02/15	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7605942097803300126	驱鼠球	美国	$24.99	1	$3.05	$24.95	¥169.93	¥20.74
355	2026/02/15	35-@chen36239	橱窗	橱窗	父亲节手环	美国	$11.98	1	$0.06	$5.57	¥81.46	¥0.41
356	2026/02/15	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$1,700.00	67	$201.00	$1,500.00	¥11,560.00	¥1,366.80
357	2026/02/16	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$102.16	3	$8.82	$80.81	¥694.69	¥59.98
358	2026/02/16	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$2,300.00	95	$285.00	$2,177.08	¥15,640.00	¥1,938.00
359	2026/02/16	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$24.99	1	$3.00	$22.92	¥169.93	¥20.40
360	2026/02/16	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$578.52	20	$56.65	$524.79	¥3,933.94	¥385.22
361	2026/02/16	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7606306458874940685	驱鼠球	美国	$47.48	2	$7.00	$47.48	¥322.86	¥47.60
362	2026/02/16	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$99.96	4	$12.40	$98.28	¥679.73	¥84.32
363	2026/02/16	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7602229279002266910	彩色毛巾	美国	$79.06	2	$5.81	$49.14	¥537.61	¥39.47
364	2026/02/16	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$72.01	2	$5.81	$49.14	¥489.67	¥39.47
365	2026/02/16	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7606313226933931294	驱鼠球	美国	$24.99	1	$3.10	$24.57	¥169.93	¥21.08
366	2026/02/16	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7602228017124937015	彩色毛巾	美国	$74.11	2	$5.71	$53.10	¥503.95	¥38.83
367	2026/02/16	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$701.71	29	$87.00	$685.45	¥4,771.63	¥591.60
368	2026/02/16	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$647.24	26	$78.00	$614.55	¥4,401.23	¥530.40
369	2026/02/17	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$35.09	1	$2.71	$24.73	¥238.61	¥18.43
370	2026/02/17	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$896.33	39	$117.00	$905.99	¥6,095.04	¥795.60
371	2026/02/17	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$22.49	1	$3.00	$23.23	¥152.93	¥20.40
372	2026/02/17	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$208.60	6	$17.13	$163.39	¥1,418.48	¥116.48
373	2026/02/17	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7603725772271996173	兔毛毯	美国	$31.19	2	$3.58	$31.19	¥212.09	¥24.34
374	2026/02/17	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$108.40	4	$10.84	$95.82	¥737.12	¥73.71
375	2026/02/17	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$49.98	2	$6.00	$48.19	¥339.86	¥40.80
376	2026/02/17	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7605942097803300126	驱鼠球	美国	$20.24	1	$3.00	$23.67	¥137.63	¥20.40
377	2026/02/17	35-@chen36239	橱窗	橱窗	父亲节手环	美国	$10.18	1	$0.06	$5.56	¥69.22	¥0.41
378	2026/02/17	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.98	1	$0.00	$2.83	¥61.06	¥0.00
379	2026/02/17	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7602228017124937015	彩色毛巾	美国	$50.97	2	$6.80	$63.80	¥346.60	¥46.24
380	2026/02/17	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$793.01	32	$96.42	$748.75	¥5,392.47	¥655.66
381	2026/02/17	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$124.95	5	$15.07	$116.99	¥849.66	¥102.45
382	2026/02/17	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7606305835173661966	驱鼠球	美国	$24.99	1	$3.01	$23.40	¥169.93	¥20.49
383	2026/02/18	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$66.02	2	$5.50	$51.12	¥448.94	¥37.40
384	2026/02/18	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$256.97	11	$33.00	$266.37	¥1,747.40	¥224.40
385	2026/02/18	43-@rollervibe2	赵永琪	https://www.tiktok.com/@rollervibe2/video/7601102284382047518	彩色毛巾	美国	$71.66	2	$6.00	$48.43	¥487.29	¥40.80
386	2026/02/18	43-@rollervibe2	赵永琪	https://www.tiktok.com/@rollervibe2/video/7602574589377482014	彩色毛巾	美国	$67.47	2	$5.53	$48.43	¥458.80	¥37.60
387	2026/02/18	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$359.49	10	$29.79	$273.91	¥2,444.53	¥202.57
388	2026/02/18	14-@hisrollroam	赵永琪	https://www.tiktok.com/@hisrollroam/video/7601479629483953463	彩色毛巾	美国	$34.82	1	$2.98	$27.39	¥236.78	¥20.26
389	2026/02/18	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$148.50	5	$15.01	$130.47	¥1,009.80	¥102.07
390	2026/02/18	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$74.97	3	$9.00	$78.28	¥509.80	¥61.20
391	2026/02/18	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7605942097803300126	驱鼠球	美国	$22.49	1	$3.00	$26.09	¥152.93	¥20.40
392	2026/02/18	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$21.86	3	$0.00	$8.52	¥148.65	¥0.00
393	2026/02/18	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7602228017124937015	彩色毛巾	美国	$70.06	2	$7.00	$65.51	¥476.41	¥47.60
394	2026/02/18	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$462.31	19	$57.00	$439.52	¥3,143.71	¥387.60
395	2026/02/18	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$102.65	4	$12.00	$92.53	¥698.02	¥81.60
396	2026/02/19	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$60.40	2	$5.42	$50.18	¥410.72	¥36.86
397	2026/02/19	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$192.42	8	$24.00	$184.78	¥1,308.46	¥163.20
398	2026/02/19	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$561.73	18	$48.49	$451.42	¥3,819.76	¥329.73
399	2026/02/19	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$213.17	7	$19.35	$175.07	¥1,449.56	¥131.58
400	2026/02/19	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$99.96	4	$12.00	$100.04	¥679.73	¥81.60
401	2026/02/19	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7602229279002266910	彩色毛巾	美国	$69.54	2	$5.53	$50.02	¥472.87	¥37.60
402	2026/02/19	35-@chen36239	橱窗	橱窗	父亲节手环	美国	$11.09	1	$0.06	$5.61	¥75.41	¥0.41
403	2026/02/19	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$17.68	2	$0.00	$5.59	¥120.22	¥0.00
404	2026/02/19	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7602228017124937015	彩色毛巾	美国	$31.75	1	$2.38	$22.33	¥215.90	¥16.18
405	2026/02/19	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$338.10	15	$45.00	$350.18	¥2,299.08	¥306.00
406	2026/02/19	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$44.01	2	$6.00	$46.69	¥299.27	¥40.80
407	2026/02/20	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7601114859945643295	彩色毛巾	美国	$82.73	3	$8.95	$74.15	¥562.56	¥60.86
408	2026/02/20	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$313.36	14	$42.00	$324.83	¥2,130.85	¥285.60
409	2026/02/20	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$22.49	1	$3.00	$23.20	¥152.93	¥20.40
410	2026/02/20	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605212680768572703	驱鼠球	美国	$20.24	1	$3.00	$23.20	¥137.63	¥20.40
411	2026/02/20	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7602228448882445623	彩色毛巾	美国	$450.36	13	$37.79	$349.41	¥3,062.45	¥256.95
412	2026/02/20	14-@hisrollroam	赵永琪	https://www.tiktok.com/@hisrollroam/video/7601479629483953463	彩色毛巾	美国	$52.52	2	$5.81	$53.76	¥357.14	¥39.53
413	2026/02/20	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$157.43	7	$21.00	$162.52	¥1,070.52	¥142.80
414	2026/02/20	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7601476754217241886	彩色毛巾	美国	$50.44	2	$5.05	$46.43	¥342.99	¥34.34
415	2026/02/20	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7602228017124937015	彩色毛巾	美国	$76.18	2	$5.92	$55.97	¥518.02	¥40.26
416	2026/02/20	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$2,600.00	120	$360.00	$2,812.50	¥17,680.00	¥2,448.00
417	2026/02/20	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$171.14	8	$24.00	$187.50	¥1,163.75	¥163.20
418	2026/02/21	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$92.46	4	$12.00	$93.85	¥628.73	¥81.60
419	2026/02/21	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$142.44	6	$18.00	$142.66	¥968.59	¥122.40
420	2026/02/21	19-@skateunboundvibes	赵永琪	https://www.tiktok.com/@skateunboundvibes/video/7605942097803300126	驱鼠球	美国	$17.99	1	$3.00	$20.38	¥122.33	¥20.40
421	2026/02/21	35-@chen36239	橱窗	橱窗	父亲节手环	美国	$22.16	2	$0.12	$11.06	¥150.69	¥0.82
422	2026/02/21	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$9.97	1	$0.00	$3.74	¥67.80	¥0.00
423	2026/02/21	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$2,800.00	128	$384.00	$2,983.46	¥19,040.00	¥2,611.20
424	2026/02/21	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$110.05	5	$15.00	$116.54	¥748.34	¥102.00
425	2026/02/22	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$209.09	9	$27.00	$209.28	¥1,421.81	¥183.60
426	2026/02/22	12-@icebladefreedom	邵佳运	https://www.tiktok.com/@icebladefreedom/video/7605219681875528974	驱鼠球	美国	$24.99	1	$3.00	$22.62	¥169.93	¥20.40
427	2026/02/22	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7605851041401146637	驱鼠球	美国	$24.99	1	$3.00	$22.94	¥169.93	¥20.40
428	2026/02/22	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$360.34	15	$45.00	$346.38	¥2,450.31	¥306.00
429	2026/02/22	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$5,200.00	238	$714.00	$5,582.72	¥35,360.00	¥4,855.20
430	2026/02/22	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$109.96	5	$15.00	$117.28	¥747.73	¥102.00
431	2026/02/23	16-@rollerrebel0	邵佳运	https://www.tiktok.com/@rollerrebel0/video/7604830012063091981	兔毛毯	美国	$20.36	1	$2.04	$19.32	¥138.45	¥13.87
